Date,Zip Code,Pickup Location,Number of Trips Booked
2024/07/25,700008,Barisha,7
2024/07/25,700010,Beleghata,17
2024/07/25,700012,Bowbazar,24
2024/07/25,700015,Entally,16
2024/07/25,700017,Kidderpore,12
2024/07/25,700018,Bartala,14
2024/07/25,700021,Fort William,18
2024/07/25,700024,Garden Reach,9
2024/07/25,700072,Hindustan Building,15
2024/07/25,700135,Rajarhat,25
2024/07/25,700136,New Town,11
2024/07/25,700023,Khiddirpore,11
2024/07/25,700091,Salt Lake Sector I,19
2024/07/25,700098,Bidhan Nagar,21
2024/07/25,700105,Kankurgachi,12
2024/07/25,700106,Phool Bagan,13
2024/07/25,700108,Shyambazar,29
2024/07/25,700109,Bagbazar,12
2024/07/26,700001,B.B.D. Bagh,28
2024/07/26,700007,Esplanade,18
2024/07/26,700013,Chittaranjan Avenue,28
2024/07/26,700014,Bhowanipore,11
2024/07/26,700016,Park Street,24
2024/07/26,700019,Ballygunge,17
2024/07/26,700020,A.J.C. Bose Road,24
2024/07/26,700022,Hastings,15
2024/07/26,700025,Bhawanipore,13
2024/07/26,700026,Kalighat,19
2024/07/26,700027,Alipore,14
2024/07/26,700029,Dover Lane,14
2024/07/26,700031,Dhakuria,12
2024/07/26,700032,Bijoygarh,8
2024/07/26,700033,Indrani Park,10
2024/07/26,700034,Behala,13
2024/07/26,700042,Kasba,9
2024/07/26,700044,Badartala,18
2024/07/26,700046,Abinash Chaowdhury Lane,13
2024/07/26,700047,Ganguly Bagan,7
2024/07/26,700053,Kalabagan,13
2024/07/26,700054,Bengal Chemical,24
2024/07/26,700061,Jairampur,15
2024/07/26,700066,Bidhangarh,11
2024/07/26,700068,Jodhpur Park,20
2024/07/26,700069,Great Eastern Hotel,25
2024/07/26,700073,Colootola,22
2024/07/26,700075,Garfa,15
2024/07/26,700078,Haltu,9
2024/07/26,700082,Haridevpur,8
2024/07/26,700085,K.G. Bose Sarani,15
2024/07/26,700086,Baghajatin,6
2024/07/26,700088,Brace Bridge,9
2024/07/26,700095,Golf Green,11
2024/07/26,700099,Kalikapur,14
2024/07/26,700107,E.K.T,10
2024/07/26,700141,Daulatpur,9
2024/07/26,700008,Barisha,10
2024/07/26,700010,Beleghata,20
2024/07/26,700012,Bowbazar,16
2024/07/26,700015,Entally,23
2024/07/26,700017,Kidderpore,8
2024/07/26,700018,Bartala,10
2024/07/26,700021,Fort William,23
2024/07/26,700024,Garden Reach,16
2024/07/26,700072,Hindustan Building,30
2024/07/26,700135,Rajarhat,24
2024/07/26,700136,New Town,12
2024/07/26,700023,Khiddirpore,16
2024/07/26,700091,Salt Lake Sector I,17
2024/07/26,700098,Bidhan Nagar,22
2024/07/26,700105,Kankurgachi,8
2024/07/26,700106,Phool Bagan,7
2024/07/26,700108,Shyambazar,28
2024/07/26,700109,Bagbazar,16
2024/07/27,700001,B.B.D. Bagh,19
2024/07/27,700007,Esplanade,28
2024/07/27,700013,Chittaranjan Avenue,20
2024/07/27,700014,Bhowanipore,11
2024/07/27,700016,Park Street,18
2024/07/27,700019,Ballygunge,6
2024/07/27,700020,A.J.C. Bose Road,15
2024/07/27,700022,Hastings,12
2024/07/27,700025,Bhawanipore,17
2024/07/27,700026,Kalighat,20
2024/07/27,700027,Alipore,7
2024/07/27,700029,Dover Lane,11
2024/07/27,700031,Dhakuria,12
2024/07/27,700032,Bijoygarh,7
2024/07/27,700033,Indrani Park,8
2024/07/27,700034,Behala,8
2024/07/27,700042,Kasba,15
2024/07/27,700044,Badartala,10
2024/07/27,700046,Abinash Chaowdhury Lane,6
2024/07/27,700047,Ganguly Bagan,9
2024/07/27,700053,Kalabagan,10
2024/07/27,700054,Bengal Chemical,14
2024/07/27,700061,Jairampur,11
2024/07/27,700066,Bidhangarh,6
2024/07/27,700068,Jodhpur Park,11
2024/07/27,700069,Great Eastern Hotel,22
2024/07/27,700073,Colootola,20
2024/07/27,700075,Garfa,10
2024/07/27,700078,Haltu,8
2024/07/27,700082,Haridevpur,17
2024/07/27,700085,K.G. Bose Sarani,10
2024/07/27,700086,Baghajatin,12
2024/07/27,700088,Brace Bridge,16
2024/07/27,700095,Golf Green,16
2024/07/27,700099,Kalikapur,12
2024/07/27,700107,E.K.T,12
2024/07/27,700141,Daulatpur,13
2024/07/27,700008,Barisha,10
2024/07/27,700010,Beleghata,22
2024/07/27,700012,Bowbazar,18
2024/07/27,700015,Entally,14
2024/07/27,700017,Kidderpore,12
2024/07/27,700018,Bartala,15
2024/07/27,700021,Fort William,23
2024/07/27,700024,Garden Reach,11
2024/07/27,700072,Hindustan Building,19
2024/07/27,700135,Rajarhat,16
2024/07/27,700136,New Town,13
2024/07/27,700023,Khiddirpore,12
2024/07/27,700091,Salt Lake Sector I,17
2024/07/27,700098,Bidhan Nagar,13
2024/07/27,700105,Kankurgachi,6
2024/07/27,700106,Phool Bagan,13
2024/07/27,700108,Shyambazar,29
2024/07/27,700109,Bagbazar,12
2024/07/28,700001,B.B.D. Bagh,18
2024/07/28,700007,Esplanade,14
2024/07/28,700013,Chittaranjan Avenue,14
2024/07/28,700014,Bhowanipore,10
2024/07/28,700016,Park Street,20
2024/07/28,700019,Ballygunge,7
2024/07/28,700020,A.J.C. Bose Road,21
2024/07/28,700022,Hastings,11
2024/07/28,700025,Bhawanipore,4
2024/07/28,700026,Kalighat,12
2024/07/28,700027,Alipore,14
2024/07/28,700029,Dover Lane,11
2024/07/28,700031,Dhakuria,12
2024/07/28,700032,Bijoygarh,8
2024/07/28,700033,Indrani Park,6
2024/07/28,700034,Behala,8
2024/07/28,700042,Kasba,7
2024/07/28,700044,Badartala,7
2024/07/28,700046,Abinash Chaowdhury Lane,9
2024/07/28,700047,Ganguly Bagan,5
2024/07/28,700053,Kalabagan,11
2024/07/28,700054,Bengal Chemical,16
2024/07/28,700061,Jairampur,5
2024/07/28,700066,Bidhangarh,9
2024/07/28,700068,Jodhpur Park,11
2024/07/28,700069,Great Eastern Hotel,16
2024/07/28,700073,Colootola,19
2024/07/28,700075,Garfa,8
2024/07/28,700078,Haltu,9
2024/07/28,700082,Haridevpur,10
2024/07/28,700085,K.G. Bose Sarani,8
2024/07/28,700086,Baghajatin,2
2024/07/28,700088,Brace Bridge,12
2024/07/28,700095,Golf Green,8
2024/07/28,700099,Kalikapur,6
2024/07/28,700107,E.K.T,8
2024/07/28,700141,Daulatpur,11
2024/07/28,700008,Barisha,11
2024/07/28,700010,Beleghata,7
2024/07/28,700012,Bowbazar,18
2024/07/28,700015,Entally,12
2024/07/28,700017,Kidderpore,9
2024/07/28,700018,Bartala,9
2024/07/28,700021,Fort William,25
2024/07/28,700024,Garden Reach,9
2024/07/28,700072,Hindustan Building,21
2024/07/28,700135,Rajarhat,12
2024/07/28,700136,New Town,12
2024/07/28,700023,Khiddirpore,6
2024/07/28,700091,Salt Lake Sector I,17
2024/07/28,700098,Bidhan Nagar,8
2024/07/28,700105,Kankurgachi,2
2024/07/28,700106,Phool Bagan,9
2024/07/28,700108,Shyambazar,22
2024/07/28,700109,Bagbazar,7
2024/07/29,700001,B.B.D. Bagh,32
2024/07/29,700007,Esplanade,19
2024/07/29,700013,Chittaranjan Avenue,22
2024/07/29,700014,Bhowanipore,8
2024/07/29,700016,Park Street,19
2024/07/29,700019,Ballygunge,10
2024/07/29,700020,A.J.C. Bose Road,21
2024/07/29,700022,Hastings,11
2024/07/29,700025,Bhawanipore,15
2024/07/29,700026,Kalighat,21
2024/07/29,700027,Alipore,12
2024/07/29,700029,Dover Lane,11
2024/07/29,700031,Dhakuria,11
2024/07/29,700032,Bijoygarh,8
2024/07/29,700033,Indrani Park,9
2024/07/29,700034,Behala,11
2024/07/29,700042,Kasba,8
2024/07/29,700044,Badartala,14
2024/07/29,700046,Abinash Chaowdhury Lane,15
2024/07/29,700047,Ganguly Bagan,15
2024/07/29,700053,Kalabagan,14
2024/07/29,700054,Bengal Chemical,14
2024/07/29,700061,Jairampur,14
2024/07/29,700066,Bidhangarh,9
2024/07/29,700068,Jodhpur Park,12
2024/07/29,700069,Great Eastern Hotel,20
2024/07/29,700073,Colootola,27
2024/07/29,700075,Garfa,11
2024/07/29,700078,Haltu,12
2024/07/29,700082,Haridevpur,9
2024/07/29,700085,K.G. Bose Sarani,18
2024/07/29,700086,Baghajatin,7
2024/07/29,700088,Brace Bridge,16
2024/07/29,700095,Golf Green,18
2024/07/29,700099,Kalikapur,14
2024/07/29,700107,E.K.T,13
2024/07/29,700141,Daulatpur,15
2024/07/29,700008,Barisha,11
2024/07/29,700010,Beleghata,19
2024/07/29,700012,Bowbazar,21
2024/07/29,700015,Entally,24
2024/07/29,700017,Kidderpore,12
2024/07/29,700018,Bartala,12
2024/07/29,700021,Fort William,23
2024/07/29,700024,Garden Reach,12
2024/07/29,700072,Hindustan Building,29
2024/07/29,700135,Rajarhat,14
2024/07/29,700136,New Town,16
2024/07/29,700023,Khiddirpore,15
2024/07/29,700091,Salt Lake Sector I,28
2024/07/29,700098,Bidhan Nagar,20
2024/07/29,700105,Kankurgachi,16
2024/07/29,700106,Phool Bagan,8
2024/07/29,700108,Shyambazar,16
2024/07/29,700109,Bagbazar,10
2024/07/30,700001,B.B.D. Bagh,22
2024/07/30,700007,Esplanade,33
2024/07/30,700013,Chittaranjan Avenue,29
2024/07/30,700014,Bhowanipore,9
2024/07/30,700016,Park Street,19
2024/07/30,700019,Ballygunge,10
2024/07/30,700020,A.J.C. Bose Road,28
2024/07/30,700022,Hastings,9
2024/07/30,700025,Bhawanipore,16
2024/07/30,700026,Kalighat,18
2024/07/30,700027,Alipore,13
2024/07/30,700029,Dover Lane,15
2024/07/30,700031,Dhakuria,9
2024/07/30,700032,Bijoygarh,15
2024/07/30,700033,Indrani Park,6
2024/07/30,700034,Behala,6
2024/07/30,700042,Kasba,19
2024/07/30,700044,Badartala,14
2024/07/30,700046,Abinash Chaowdhury Lane,10
2024/07/30,700047,Ganguly Bagan,10
2024/07/30,700053,Kalabagan,12
2024/07/30,700054,Bengal Chemical,26
2024/07/30,700061,Jairampur,8
2024/07/30,700066,Bidhangarh,7
2024/07/30,700068,Jodhpur Park,13
2024/07/30,700069,Great Eastern Hotel,24
2024/07/30,700073,Colootola,14
2024/07/30,700075,Garfa,7
2024/07/30,700078,Haltu,12
2024/07/30,700082,Haridevpur,11
2024/07/30,700085,K.G. Bose Sarani,11
2024/07/30,700086,Baghajatin,7
2024/07/30,700088,Brace Bridge,14
2024/07/30,700095,Golf Green,17
2024/07/30,700099,Kalikapur,8
2024/07/30,700107,E.K.T,6
2024/07/30,700141,Daulatpur,10
2024/07/30,700008,Barisha,7
2024/07/30,700010,Beleghata,20
2024/07/30,700012,Bowbazar,23
2024/07/30,700015,Entally,20
2024/07/30,700017,Kidderpore,19
2024/07/30,700018,Bartala,12
2024/07/30,700021,Fort William,20
2024/07/30,700024,Garden Reach,14
2024/07/30,700072,Hindustan Building,22
2024/07/30,700135,Rajarhat,17
2024/07/30,700136,New Town,17
2024/07/30,700023,Khiddirpore,9
2024/07/30,700091,Salt Lake Sector I,19
2024/07/30,700098,Bidhan Nagar,21
2024/07/30,700105,Kankurgachi,8
2024/07/30,700106,Phool Bagan,15
2024/07/30,700108,Shyambazar,19
2024/07/30,700109,Bagbazar,8
2024/07/31,700001,B.B.D. Bagh,26
2024/07/31,700007,Esplanade,21
2024/07/31,700013,Chittaranjan Avenue,23
2024/07/31,700014,Bhowanipore,10
2024/07/31,700016,Park Street,24
2024/07/31,700019,Ballygunge,12
2024/07/31,700020,A.J.C. Bose Road,19
2024/07/31,700022,Hastings,13
2024/07/31,700025,Bhawanipore,10
2024/07/31,700026,Kalighat,15
2024/07/31,700027,Alipore,11
2024/07/31,700029,Dover Lane,9
2024/07/31,700031,Dhakuria,16
2024/07/31,700032,Bijoygarh,14
2024/07/31,700033,Indrani Park,11
2024/07/31,700034,Behala,12
2024/07/31,700042,Kasba,10
2024/07/31,700044,Badartala,12
2024/07/31,700046,Abinash Chaowdhury Lane,12
2024/07/31,700047,Ganguly Bagan,15
2024/07/31,700053,Kalabagan,10
2024/07/31,700054,Bengal Chemical,13
2024/07/31,700061,Jairampur,13
2024/07/31,700066,Bidhangarh,14
2024/07/31,700068,Jodhpur Park,11
2024/07/31,700069,Great Eastern Hotel,29
2024/07/31,700073,Colootola,19
2024/07/31,700075,Garfa,18
2024/07/31,700078,Haltu,8
2024/07/31,700082,Haridevpur,16
2024/07/31,700085,K.G. Bose Sarani,13
2024/07/31,700086,Baghajatin,13
2024/07/31,700088,Brace Bridge,8
2024/07/31,700095,Golf Green,21
2024/07/31,700099,Kalikapur,11
2024/07/31,700107,E.K.T,9
2024/07/31,700141,Daulatpur,18
2024/07/31,700008,Barisha,6
2024/07/31,700010,Beleghata,19
2024/07/31,700012,Bowbazar,25
2024/07/31,700015,Entally,22
2024/07/31,700017,Kidderpore,14
2024/07/31,700018,Bartala,10
2024/07/31,700021,Fort William,25
2024/07/31,700024,Garden Reach,11
2024/07/31,700072,Hindustan Building,15
2024/07/31,700135,Rajarhat,18
2024/07/31,700136,New Town,6
2024/07/31,700023,Khiddirpore,13
2024/07/31,700091,Salt Lake Sector I,17
2024/07/31,700098,Bidhan Nagar,14
2024/07/31,700105,Kankurgachi,13
2024/07/31,700106,Phool Bagan,11
2024/07/31,700108,Shyambazar,24
2024/07/31,700109,Bagbazar,21
2024/08/01,700001,B.B.D. Bagh,23
2024/08/01,700007,Esplanade,25
2024/08/01,700013,Chittaranjan Avenue,24
2024/08/01,700014,Bhowanipore,10
2024/08/01,700016,Park Street,27
2024/08/01,700019,Ballygunge,16
2024/08/01,700020,A.J.C. Bose Road,24
2024/08/01,700022,Hastings,8
2024/08/01,700025,Bhawanipore,10
2024/08/01,700026,Kalighat,11
2024/08/01,700027,Alipore,10
2024/08/01,700029,Dover Lane,19
2024/08/01,700031,Dhakuria,13
2024/08/01,700032,Bijoygarh,11
2024/08/01,700033,Indrani Park,15
2024/08/01,700034,Behala,12
2024/08/01,700042,Kasba,11
2024/08/01,700044,Badartala,11
2024/08/01,700046,Abinash Chaowdhury Lane,12
2024/08/01,700047,Ganguly Bagan,13
2024/08/01,700053,Kalabagan,9
2024/08/01,700054,Bengal Chemical,20
2024/08/01,700061,Jairampur,16
2024/08/01,700066,Bidhangarh,10
2024/08/01,700068,Jodhpur Park,8
2024/08/01,700069,Great Eastern Hotel,25
2024/08/01,700073,Colootola,31
2024/08/01,700075,Garfa,9
2024/08/01,700078,Haltu,11
2024/08/01,700082,Haridevpur,9
2024/08/01,700085,K.G. Bose Sarani,7
2024/08/01,700086,Baghajatin,16
2024/08/01,700088,Brace Bridge,9
2024/08/01,700095,Golf Green,13
2024/08/01,700099,Kalikapur,11
2024/08/01,700107,E.K.T,14
2024/08/01,700141,Daulatpur,11
2024/08/01,700008,Barisha,13
2024/08/01,700010,Beleghata,19
2024/08/01,700012,Bowbazar,29
2024/08/01,700015,Entally,22
2024/08/01,700017,Kidderpore,8
2024/08/01,700018,Bartala,9
2024/08/01,700021,Fort William,16
2024/08/01,700024,Garden Reach,22
2024/08/01,700072,Hindustan Building,20
2024/08/01,700135,Rajarhat,22
2024/08/01,700136,New Town,15
2024/08/01,700023,Khiddirpore,10
2024/08/01,700091,Salt Lake Sector I,12
2024/08/01,700098,Bidhan Nagar,9
2024/08/01,700105,Kankurgachi,21
2024/08/01,700106,Phool Bagan,6
2024/08/01,700108,Shyambazar,29
2024/08/01,700109,Bagbazar,15
2024/08/02,700001,B.B.D. Bagh,26
2024/08/02,700007,Esplanade,23
2024/08/02,700013,Chittaranjan Avenue,20
2024/08/02,700014,Bhowanipore,15
2024/08/02,700016,Park Street,20
2024/08/02,700019,Ballygunge,14
2024/08/02,700020,A.J.C. Bose Road,25
2024/08/02,700022,Hastings,13
2024/08/02,700025,Bhawanipore,10
2024/08/02,700026,Kalighat,15
2024/08/02,700027,Alipore,11
2024/08/02,700029,Dover Lane,11
2024/08/02,700031,Dhakuria,7
2024/08/02,700032,Bijoygarh,11
2024/08/02,700033,Indrani Park,11
2024/08/02,700034,Behala,11
2024/08/02,700042,Kasba,12
2024/08/02,700044,Badartala,12
2024/08/02,700046,Abinash Chaowdhury Lane,16
2024/08/02,700047,Ganguly Bagan,12
2024/08/02,700053,Kalabagan,12
2024/08/02,700054,Bengal Chemical,26
2024/08/02,700061,Jairampur,11
2024/08/02,700066,Bidhangarh,11
2024/08/02,700068,Jodhpur Park,18
2024/08/02,700069,Great Eastern Hotel,30
2024/08/02,700073,Colootola,20
2024/08/02,700075,Garfa,7
2024/08/02,700078,Haltu,14
2024/08/02,700082,Haridevpur,12
2024/08/02,700085,K.G. Bose Sarani,9
2024/08/02,700086,Baghajatin,12
2024/08/02,700088,Brace Bridge,10
2024/08/02,700095,Golf Green,10
2024/08/02,700099,Kalikapur,14
2024/08/02,700107,E.K.T,13
2024/08/02,700141,Daulatpur,15
2024/08/02,700008,Barisha,13
2024/08/02,700010,Beleghata,26
2024/08/02,700012,Bowbazar,17
2024/08/02,700015,Entally,21
2024/08/02,700017,Kidderpore,10
2024/08/02,700018,Bartala,13
2024/08/02,700021,Fort William,18
2024/08/02,700024,Garden Reach,9
2024/08/02,700072,Hindustan Building,20
2024/08/02,700135,Rajarhat,7
2024/08/02,700136,New Town,15
2024/08/02,700023,Khiddirpore,15
2024/08/02,700091,Salt Lake Sector I,15
2024/08/02,700098,Bidhan Nagar,18
2024/08/02,700105,Kankurgachi,9
2024/08/02,700106,Phool Bagan,13
2024/08/02,700108,Shyambazar,25
2024/08/02,700109,Bagbazar,10
2024/08/03,700001,B.B.D. Bagh,19
2024/08/03,700007,Esplanade,15
2024/08/03,700013,Chittaranjan Avenue,17
2024/08/03,700014,Bhowanipore,10
2024/08/03,700016,Park Street,13
2024/08/03,700019,Ballygunge,13
2024/08/03,700020,A.J.C. Bose Road,21
2024/08/03,700022,Hastings,17
2024/08/03,700025,Bhawanipore,8
2024/08/03,700026,Kalighat,26
2024/08/03,700027,Alipore,12
2024/08/03,700029,Dover Lane,8
2024/08/03,700031,Dhakuria,9
2024/08/03,700032,Bijoygarh,14
2024/08/03,700033,Indrani Park,12
2024/08/03,700034,Behala,11
2024/08/03,700042,Kasba,8
2024/08/03,700044,Badartala,12
2024/08/03,700046,Abinash Chaowdhury Lane,5
2024/08/03,700047,Ganguly Bagan,8
2024/08/03,700053,Kalabagan,14
2024/08/03,700054,Bengal Chemical,22
2024/08/03,700061,Jairampur,6
2024/08/03,700066,Bidhangarh,10
2024/08/03,700068,Jodhpur Park,9
2024/08/03,700069,Great Eastern Hotel,21
2024/08/03,700073,Colootola,31
2024/08/03,700075,Garfa,6
2024/08/03,700078,Haltu,7
2024/08/03,700082,Haridevpur,10
2024/08/03,700085,K.G. Bose Sarani,5
2024/08/03,700086,Baghajatin,8
2024/08/03,700088,Brace Bridge,8
2024/08/03,700095,Golf Green,12
2024/08/03,700099,Kalikapur,13
2024/08/03,700107,E.K.T,6
2024/08/03,700141,Daulatpur,8
2024/08/03,700008,Barisha,9
2024/08/03,700010,Beleghata,20
2024/08/03,700012,Bowbazar,18
2024/08/03,700015,Entally,9
2024/08/03,700017,Kidderpore,3
2024/08/03,700018,Bartala,8
2024/08/03,700021,Fort William,21
2024/08/03,700024,Garden Reach,12
2024/08/03,700072,Hindustan Building,18
2024/08/03,700135,Rajarhat,13
2024/08/03,700136,New Town,15
2024/08/03,700023,Khiddirpore,9
2024/08/03,700091,Salt Lake Sector I,26
2024/08/03,700098,Bidhan Nagar,20
2024/08/03,700105,Kankurgachi,6
2024/08/03,700106,Phool Bagan,12
2024/08/03,700108,Shyambazar,28
2024/08/03,700109,Bagbazar,20
2024/08/04,700001,B.B.D. Bagh,21
2024/08/04,700007,Esplanade,22
2024/08/04,700013,Chittaranjan Avenue,19
2024/08/04,700014,Bhowanipore,6
2024/08/04,700016,Park Street,17
2024/08/04,700019,Ballygunge,5
2024/08/04,700020,A.J.C. Bose Road,18
2024/08/04,700022,Hastings,4
2024/08/04,700025,Bhawanipore,8
2024/08/04,700026,Kalighat,16
2024/08/04,700027,Alipore,9
2024/08/04,700029,Dover Lane,9
2024/08/04,700031,Dhakuria,6
2024/08/04,700032,Bijoygarh,8
2024/08/04,700033,Indrani Park,8
2024/08/04,700034,Behala,11
2024/08/04,700042,Kasba,9
2024/08/04,700044,Badartala,7
2024/08/04,700046,Abinash Chaowdhury Lane,7
2024/08/04,700047,Ganguly Bagan,6
2024/08/04,700053,Kalabagan,3
2024/08/04,700054,Bengal Chemical,10
2024/08/04,700061,Jairampur,5
2024/08/04,700066,Bidhangarh,8
2024/08/04,700068,Jodhpur Park,5
2024/08/04,700069,Great Eastern Hotel,19
2024/08/04,700073,Colootola,18
2024/08/04,700075,Garfa,8
2024/08/04,700078,Haltu,14
2024/08/04,700082,Haridevpur,10
2024/08/04,700085,K.G. Bose Sarani,6
2024/08/04,700086,Baghajatin,7
2024/08/04,700088,Brace Bridge,6
2024/08/04,700095,Golf Green,8
2024/08/04,700099,Kalikapur,7
2024/08/04,700107,E.K.T,11
2024/08/04,700141,Daulatpur,6
2024/08/04,700008,Barisha,7
2024/08/04,700010,Beleghata,10
2024/08/04,700012,Bowbazar,19
2024/08/04,700015,Entally,12
2024/08/04,700017,Kidderpore,9
2024/08/04,700018,Bartala,8
2024/08/04,700021,Fort William,11
2024/08/04,700024,Garden Reach,8
2024/08/04,700072,Hindustan Building,19
2024/08/04,700135,Rajarhat,17
2024/08/04,700136,New Town,11
2024/08/04,700023,Khiddirpore,11
2024/08/04,700091,Salt Lake Sector I,12
2024/08/04,700098,Bidhan Nagar,16
2024/08/04,700105,Kankurgachi,7
2024/08/04,700106,Phool Bagan,13
2024/08/04,700108,Shyambazar,14
2024/08/04,700109,Bagbazar,12
2024/08/05,700001,B.B.D. Bagh,27
2024/08/05,700007,Esplanade,28
2024/08/05,700013,Chittaranjan Avenue,30
2024/08/05,700014,Bhowanipore,16
2024/08/05,700016,Park Street,26
2024/08/05,700019,Ballygunge,19
2024/08/05,700020,A.J.C. Bose Road,19
2024/08/05,700022,Hastings,15
2024/08/05,700025,Bhawanipore,10
2024/08/05,700026,Kalighat,19
2024/08/05,700027,Alipore,18
2024/08/05,700029,Dover Lane,16
2024/08/05,700031,Dhakuria,14
2024/08/05,700032,Bijoygarh,12
2024/08/05,700033,Indrani Park,15
2024/08/05,700034,Behala,17
2024/08/05,700042,Kasba,16
2024/08/05,700044,Badartala,16
2024/08/05,700046,Abinash Chaowdhury Lane,9
2024/08/05,700047,Ganguly Bagan,11
2024/08/05,700053,Kalabagan,9
2024/08/05,700054,Bengal Chemical,20
2024/08/05,700061,Jairampur,9
2024/08/05,700066,Bidhangarh,10
2024/08/05,700068,Jodhpur Park,7
2024/08/05,700069,Great Eastern Hotel,25
2024/08/05,700073,Colootola,31
2024/08/05,700075,Garfa,17
2024/08/05,700078,Haltu,9
2024/08/05,700082,Haridevpur,9
2024/08/05,700085,K.G. Bose Sarani,8
2024/08/05,700086,Baghajatin,11
2024/08/05,700088,Brace Bridge,10
2024/08/05,700095,Golf Green,11
2024/08/05,700099,Kalikapur,14
2024/08/05,700107,E.K.T,10
2024/08/05,700141,Daulatpur,13
2024/08/05,700008,Barisha,11
2024/08/05,700010,Beleghata,21
2024/08/05,700012,Bowbazar,30
2024/08/05,700015,Entally,26
2024/08/05,700017,Kidderpore,15
2024/08/05,700018,Bartala,10
2024/08/05,700021,Fort William,25
2024/08/05,700024,Garden Reach,15
2024/08/05,700072,Hindustan Building,23
2024/08/05,700135,Rajarhat,14
2024/08/05,700136,New Town,20
2024/08/05,700023,Khiddirpore,9
2024/08/05,700091,Salt Lake Sector I,26
2024/08/05,700098,Bidhan Nagar,17
2024/08/05,700105,Kankurgachi,12
2024/08/05,700106,Phool Bagan,5
2024/08/05,700108,Shyambazar,19
2024/08/05,700109,Bagbazar,16
2024/08/06,700001,B.B.D. Bagh,24
2024/08/06,700007,Esplanade,16
2024/08/06,700013,Chittaranjan Avenue,27
2024/08/06,700014,Bhowanipore,10
2024/08/06,700016,Park Street,19
2024/08/06,700019,Ballygunge,14
2024/08/06,700020,A.J.C. Bose Road,20
2024/08/06,700022,Hastings,12
2024/08/06,700025,Bhawanipore,13
2024/08/06,700026,Kalighat,20
2024/08/06,700027,Alipore,14
2024/08/06,700029,Dover Lane,14
2024/08/06,700031,Dhakuria,13
2024/08/06,700032,Bijoygarh,12
2024/08/06,700033,Indrani Park,19
2024/08/06,700034,Behala,7
2024/08/06,700042,Kasba,13
2024/08/06,700044,Badartala,7
2024/08/06,700046,Abinash Chaowdhury Lane,13
2024/08/06,700047,Ganguly Bagan,13
2024/08/06,700053,Kalabagan,7
2024/08/06,700054,Bengal Chemical,9
2024/08/06,700061,Jairampur,9
2024/08/06,700066,Bidhangarh,11
2024/08/06,700068,Jodhpur Park,4
2024/08/06,700069,Great Eastern Hotel,22
2024/08/06,700073,Colootola,18
2024/08/06,700075,Garfa,10
2024/08/06,700078,Haltu,11
2024/08/06,700082,Haridevpur,10
2024/08/06,700085,K.G. Bose Sarani,12
2024/08/06,700086,Baghajatin,7
2024/08/06,700088,Brace Bridge,7
2024/08/06,700095,Golf Green,12
2024/08/06,700099,Kalikapur,9
2024/08/06,700107,E.K.T,14
2024/08/06,700141,Daulatpur,13
2024/08/06,700008,Barisha,8
2024/08/06,700010,Beleghata,27
2024/08/06,700012,Bowbazar,24
2024/08/06,700015,Entally,26
2024/08/06,700017,Kidderpore,10
2024/08/06,700018,Bartala,9
2024/08/06,700021,Fort William,25
2024/08/06,700024,Garden Reach,16
2024/08/06,700072,Hindustan Building,21
2024/08/06,700135,Rajarhat,17
2024/08/06,700136,New Town,17
2024/08/06,700023,Khiddirpore,10
2024/08/06,700091,Salt Lake Sector I,10
